sending,sending_citizen_unspecified,sending_citizenship_unknown,sending_household_not_owned,sending_household_owned,sending_household_owned_unknown,sending_indigeneity,sending_internet,sending_internet_unknown,sending_marriage_unknown,sending_married,sending_no_indigeneity,sending_no_internet,sending_not_citizen,sending_rural,sending_salary_worker,sending_self_employed,sending_separated,sending_single,sending_sum_income,sending_total_pop,sending_unknown_employment_status,sending_unknown_indigeneity,sending_unpaid_worker,sending_urban,sending_weighted_avg_income,sending_weighted_avg_income_abroad,sending_weighted_avg_no_income_abroad,sending_weighted_avg_unknown_income_abroad,sending_widowed,US_MIG_05_10
16047,1037.206526,1428.583333,1059.652095,1024.662689,-1,1120.319444,1483.086207,1741.588235,488.8888889,1597.774266,1012.040408,989.389065,-1,1030.193631,3903.745791,3399.851064,1062.731707,472.2938808,2158745,5464,2714.166667,1409.106061,0,-1,1030.193631,808.7163009,1099.882805,714.3333333,508.8828829,631
16048,815.1857876,0,836.6920953,796.0388748,257.1666667,967.9286885,1838.430657,709,-1,1397.060926,772.5505746,775.4851939,29.56321839,547.5071147,3512.149461,2850.99007,1439.930612,365.7843412,4091620,18522,1405.931034,1408.098361,0,1247.631272,806.6611597,723.4145078,821.918481,-1,412.6426332,283
16049,1012.194446,625.8976744,1082.026546,990.4851353,508.6,1075.279981,2504.257576,653.5779817,2382.642857,1657.318068,996.5372235,842.4892019,-1,612.8226179,3484.129216,3108.219117,1825.075916,439.603953,8072600,88484,1798.064039,942.7199803,0,1403.233999,1008.92159,728.4844586,1053.580143,377.7777778,574.5839874,607
16050,2641.884735,3772.853556,2455.325385,2738.341728,3444.784314,2644.669529,3563.5515,3203.423729,1019.10828,4542.251832,2658.472274,2210.311029,1307.246575,1639.016616,7260.431478,6112.329742,3676.326471,921.4621944,24993749,177424,3235.325547,2188.03142,0,2732.494216,2642.735177,1807.39056,2732.66665,1609.461749,1512.231132,387
16051,2361.425191,2940.50936,2127.453056,2475.016878,1662.066667,2112.109966,3366.796731,1662.03006,1017.671119,3775.761422,2426.973673,1680.035467,1690.292054,1302.057388,5901.41762,6041.48343,3864.297299,1065.18003,59673619,782412,2100.073111,1959.16232,0,2470.485097,2361.660509,1594.685363,2433.405107,1841.915214,1222.443025,1157
16052,514.345083,-1,476.9024164,521.2290503,428.6,437.2831858,1694.07027,155.8181818,-1,898.477671,538.377264,451.4883103,26.8125,508.7169192,3759.831202,2954.173913,519.6805556,186.1207076,1279740,7920,71.41666667,605.6311475,0,-1,508.7169192,374.1346363,626.0571564,-1,153.6974359,840
16053,1774.547543,584.4431818,1502.467732,1858.457415,3052.850649,1740.420541,4379.287706,1111.426667,907.5294118,3003.212666,1497.14452,1408.529438,-1,1176.86031,4265.028252,6672.229186,2710.573665,656.9247117,11510145,45562,4446.558442,4655.165175,0,1906.34448,1761.927044,1210.121737,1858.666563,1994.557692,738.9437707,500
16054,776.1310195,27.5862069,766.1319777,773.5306518,780.6428571,748.4440339,2558.636905,-1,-1,1323.580919,1072.976471,705.0189595,-1,516.6358164,3655.873301,2458.784653,1296.294118,189.9841394,4172721,27802,1089.857143,1312.171233,0,799.2430003,772.2244443,586.2537659,783.282819,2142.75,448.0770833,417
16055,793.9883721,-1,892.2005871,754.7480315,0,1054.429249,1201.34,3000,-1,1235.838938,670.3109527,768.8262195,81.08108108,383.67659,4967.024291,2196.956012,2820.414966,328.4992686,2223187,8176,428.5909091,582.1592357,0,1262.260823,785.7879159,837.5557432,767.854426,-1,164.0505618,213
16056,1628.48037,555.5925926,1459.886833,1669.881298,2424.694915,1606.480178,2155.074319,1479.642857,0,2611.95623,1677.267411,1538.696871,82.42307692,1572.65421,4134.327799,4100.953711,2715.421739,600.5955992,7863221,19672,916.6111111,1483.855372,0,1626.597111,1614.416633,1564.483117,1618.117432,1776.096774,1301.9699,384
16057,1162.695165,910.75,1095.893805,1174.331216,765.72,1335.549561,2796.879121,1470.588235,1714.333333,1686.172941,1114.894137,1116.009334,-1,1156.106936,3923.001196,3809.950147,1794.468468,630.7804359,3044527,7930,342.8,1046.84153,0,-1,1156.106936,1026.750577,1173.86432,428.5555556,747.3138686,280
16058,1090.106816,1342.8,1065.460293,1097.270263,866.6444444,1355.10177,1605.576779,1263.769231,-1,1691.660353,1078.001976,982.9464286,-1,894.1271153,3631.782946,3961.507937,2899.313725,414.3052392,3446513,9692,1352.4,756.6769231,0,1298.810846,1086.61494,1000.486279,1108.809015,-1,600.3623853,115
16059,851.6860171,-1,817.8305332,857.6755354,548.3308824,809.7710025,2290.618143,501.1230769,-1,1488.742475,874.1915636,793.6359227,-1,788.9448052,3520.726273,3138.057793,1835.563559,347.1913919,4269993,24584,465.8695652,1220.875,0,1011.629167,849.8152457,925.4090909,847.9632573,707.7809524,432.0506329,363
16060,1036.159564,571.4137931,990.5272512,1039.478436,1241.387931,1196.101994,1683.579611,2178.65,-1,1658.30547,981.6424705,876.6362258,101.9514563,993.7779134,3390.946069,3898.757098,1643.641026,475.1216473,4987054,19366,187.3837209,843.3208723,0,1040.72256,1024.830321,873.4431095,1089.49566,826.5357143,509.1582569,692
16061,659.2040974,987.7142857,679.0674821,643.0486009,766.2727273,839.7296914,1647.863747,1210.578947,-1,1048.451443,557.1286326,534.7472449,-1,451.3795052,2901.329985,2032.380952,897.7027027,297.8677938,2719137,15694,598,503.4516129,0,1039.017686,654.6227858,479.1797609,732.0543399,-1,214.8188776,321
16062,1264.624253,765.5172414,1249.644732,1259.772151,994.2947368,1468.660105,2526.658596,588.5223881,-1,2059.700319,1228.720678,1129.057955,343.6396396,1099.552956,3472.125,4997.722081,1863.855049,550.2167043,7171559,26734,1847.217391,1212.824675,0,1399.984905,1255.893544,1111.957284,1272.430064,2656.653846,819.1796537,567
16063,1075.636642,1098.1875,884.2652927,1136.89762,555.3380282,1009.826634,2323.63268,1092.9,-1,1745.466266,1473.651153,893.9899727,208.3333333,721.7681109,3822.867893,2795.628811,1751.403883,324.6869493,6728734,37620,1403.361702,935.2037037,0,1220.086658,1069.054545,735.8282876,1109.971341,1354.724138,701.4992867,758
16064,1364.303515,1236.643478,1176.159498,1460.43878,745.1368421,1199.922526,2305.637985,533.2325581,-1,2302.581197,1670.686308,1068.866813,1860.594937,798.1661969,4089.833013,3571.716773,2532.316742,503.1702109,12673542,93688,1047.435583,1577.895459,0,1511.539863,1365.664055,983.0368678,1397.40908,742.2835052,766.0197445,1123
16065,560.6183986,260.9130435,739.8653119,485.1732057,1095.333333,512.9858793,1479.359942,342.88,302.4705882,790.7521728,555.1987382,467.334722,27.83116883,421.0871105,2953.192096,3253.987562,1283.252688,307.5441097,2381515,16790,3319.758621,679.2166667,0,1231.890637,550.0237046,434.8038508,598.4571769,646.3448276,102.49217,441
16066,1777.772402,758.2820513,1713.956117,1824.317747,800.7917808,1613.347139,2512.405931,800,2342.825,2770.136027,2023.082311,1552.007699,91.83928571,1418.23367,4173.261405,5738.3251,2694.017738,821.8909306,9435556,27922,759.2512315,2345.363636,0,1993.787504,1765.313946,1773.387352,1762.29919,2042.908333,613.9246753,288
16067,1753.366225,1719.772059,1666.254903,1796.92507,858.7263158,1655.469372,2508.201682,1583.830435,271.6197183,2848.11021,1746.414614,1365.002321,47.61728395,1058.048002,4512.305732,5334.30427,2850.642976,726.7837224,12140975,102536,960.1521739,2195.598018,0,1915.47455,1745.103086,1203.105985,1832.161346,1219.964286,892.6495683,1023
16068,1405.715385,681.2105263,1353.544646,1415.395826,2836.5625,1367.696837,2231.558347,1457.2,-1,2165,1415.244541,1247.170312,1079.333333,984.9909091,3750.001471,4408.758801,1618.156425,672.864201,5625951,15746,357.1666667,1433.118812,0,1439.860391,1401.728312,1190.531773,1436.441741,1783.266667,503.5710456,310
16069,1079.766763,186.3478261,1034.117916,1075.184118,1991.39726,1153.406863,2091.326276,612.2857143,588.2352941,1758.152724,1056.851444,942.2008783,-1,727.9085394,3754.202128,3760.942609,1981.734807,460.8996489,4366586,13916,780.9615385,1255.319672,0,1228.736033,1074.485772,932.643038,1105.252354,860.8461538,426.6666667,508
16070,1192.834595,1172.947368,1255.381773,1172.064647,828.6779661,1145.937828,2039.744493,659.3846154,403.4117647,1913.047036,1237.299474,1043.878073,-1,758.4536817,3599.743033,2945.375332,1847.244966,457.1375273,6797785,27864,526.462963,1681.637168,0,1305.207374,1189.553976,990.7664327,1215.158349,1152.987805,731.2838063,642
16071,1107.176686,612.2857143,1162.167759,1069.653171,1000,1228.513722,1538.8202,-1,-1,1731.854694,1063.960814,1004.616943,0,1064.071856,3847.712745,3426.918868,1509.601399,559.9339172,3490283,10490,479.95,841.4081633,0,1111.477762,1096.383794,934.0076628,1147.235324,1443.282051,346.5968379,173
16072,1799.583471,421.4277778,1805.332948,1777.106209,1624.209726,1361.698536,2628.256513,1296.462428,549.4871795,2950.409088,2052.26413,1493.862391,86.81012658,1277.234803,4299.364404,6047.702381,3004.386391,723.3509383,13458403,69694,1211.009174,1125.133183,0,2046.555164,1784.698798,1426.362402,1819.316564,962.4778157,879.4613095,154
16073,1802.585856,774.9863014,1722.993874,1850.596124,675.5217391,2010.189498,2302.335895,600,-1,2998.046237,1737.322415,1490.717128,571.4,1457.357402,4217.085036,5221.856274,2553.324302,728.1457163,13444321,76384,804.9826087,1951.220426,0,1820.543684,1794.335541,1230.303222,1856.923324,1720.795455,1071.299275,744
16074,803.666368,144.5783133,965.074796,730.4250596,942.4285714,1626.511364,1702.715372,837.8125,45.92857143,1332.881579,754.931332,651.4609154,-1,492.3622995,3666.330026,3095.361538,1104.438642,299.432222,3229393,18134,995.9428571,510.8313253,0,1203.32237,792.7580236,609.4324786,860.5861383,717.6649215,316.8342967,194
16075,890.9649967,522.28125,910.5775444,881.4721705,-1,970.4511848,1912.949772,857.125,-1,1359.363014,873.7770229,714.0359143,-1,469.4479245,3855.921705,4001.863388,1221.070866,400.0169004,3186382,12142,2142.866667,752.7610063,0,1211.170126,887.4073464,458.0725806,1025.527201,2000,624.8423237,550
16076,936.1162133,837.2790698,882.0783279,955.0770044,961.6731707,958.6678625,1814.661361,445.5643564,-1,1495.613775,881.5055566,868.0327545,122.4,812.4544028,3425.956131,2842.709722,1354.989583,416.6445421,7150806,50374,150,1359.651772,0,1009.69856,934.8167309,874.1782677,945.0779156,517.6153846,574.4740741,399
16077,819.4165434,1048.583333,814.0687732,834.7364689,614.7142857,826.9850204,2032.408451,-1,482.15625,1343.317915,829.4107823,786.7805117,4945.076923,731.6234963,4094.370968,2678.284836,1776.453552,409.5704958,4101076,19104,835.8163265,888.4856597,0,1283.761795,832.0858459,937.0432802,815.3918656,782.6086957,318.4628571,432
16078,335.8440662,1757,551.8957871,311.4391822,327.1025641,429.1698218,408.7118644,1777.777778,-1,544.9612002,264.1968763,332.4175723,0,336.403369,2179.899777,1387.80112,675.5949367,152.3634728,1114449,8786,138.4615385,391.7073171,0,-1,336.403369,305.1081505,342.5416444,-1,218.472973,408
16079,1556.25815,161.2903226,1507.882244,1570.774104,1009.365517,1576.483303,2936.580112,418.32,1230.88,2520.029761,1520.525433,1344.972043,297.5206612,1195.12437,4625.30394,4477.887665,2622.013932,685.9207643,10800348,77174,1495.503401,2008.514047,0,1901.437351,1548.948972,1277.904239,1586.310621,1482.536585,1088.537162,486
16080,1432.075645,244.9047619,1421.48707,1426.534684,1197.034483,1479.046489,2505.072946,1631.871795,551.0357143,2345.206186,1393.731995,1340.848327,41.66666667,1274.6566,4738.302795,5698.62,2318.945392,674.1551397,8867842,30720,1401.076923,1485.083984,0,1975.60629,1425.570703,1091.478214,1447.426009,1370.37931,397.0892449,302
16081,1072.128034,1306.563107,1140.382859,1052.446041,1108.265152,1030.870879,1548.956038,1028.6,512.195122,1769.649812,1134.082997,1009.661026,1495.046512,838.8260556,3470.172993,3214.52967,1722.507042,500.3446544,6349709,29706,2617.526882,782.2876712,0,1129.139464,1074.978119,892.9218871,1079.368468,2475.126984,638.4415358,521
16082,1576.032757,964.2631579,1592.245632,1537.100574,1438.503759,1483.899005,2477.213662,1518.428571,257.1333333,2413.28136,1741.429757,1385.690526,655.730038,1257.104688,4103.669633,4652.648633,2695.050347,633.4400716,8641623,33282,2173.931034,1433.090406,0,1790.446652,1558.694009,1271.468037,1625.06756,1582.261364,749.8696187,251
16083,1563.7034,407.6341463,1465.859656,1589.914794,1200,1378.56391,2547.140759,596.9285714,-1,2535.426125,1545.632181,1279.453407,341.5769231,1493.376054,4457.369289,7551.522013,2390.433333,598.2133974,6857273,15304,747.9722222,2110.76378,0,1584.520802,1549.203999,981.8732252,1637.610927,889.3,431.8843537,289
16084,1572.03212,681.7727273,1571.676964,1566.359187,1563.673267,1507.181332,2719.939638,1981.229508,-1,2444.31092,1593.83966,1481.165345,228.6,1279.152719,4418.456979,4372.294939,2256.469466,720.045209,6915261,15018,691.9565217,1608.572008,0,1937.735895,1566.740178,1246.471459,1617.427689,1291.186813,557.2561983,208
16085,1725.030932,3025.899225,1602.934254,1768.73196,1825.829268,1629.205597,2914.598684,2546.919192,-1,2846.908622,1732.642825,1381.562315,153.5373134,1749.400315,4875.927599,4967.825805,3050.068908,605.7882639,13262943,105400,1255.882353,1960.233083,0,1695.841183,1724.219393,1000.99122,1785.749023,2410.582524,1087.809057,209
16086,1790.702307,807.7692308,1632.580286,1867.167546,1252.388889,1660.031564,3169.332304,1796.890244,1788.782609,2628.499013,1877.17222,1549.042269,189.2467532,1423.060333,4065.475484,5958.538723,2602.412478,987.3314917,7227306,23322,3178.383721,1939.864407,0,1944.837605,1775.744362,1442.441121,1874.476053,1383.714286,862.0088496,318
16087,1255.404448,107.1666667,1323.763889,1234.623407,836.3617021,1234.081133,2210.082734,428.6111111,-1,2003.081375,1388.508152,1176.524828,395.5384615,876.861809,4368.478206,2949.354067,1990.121495,509.65,5353470,15092,2060.961538,1359.25,0,1294.305778,1250.271137,1081.523904,1258.700862,1560.27381,762.3670412,71
16088,1607.311795,678.5833333,1718.69656,1538.675421,952.969697,1410.653553,2567.341906,1088.951613,155.8636364,2395.109113,1815.808156,1381.243229,331.1590909,1146.363094,4332.699039,6259.305556,2986.605381,859.7673282,6182461,14522,2774.354839,2203.425101,0,2057.258949,1594.973971,1523.234864,1609.596924,1225.295082,625.0191693,88
16089,653.2075857,642.875,673.6685714,631.9987871,898.8055556,584.4309211,2086.703883,-1,-1,1079.284729,657.4042455,603.7136269,0,406.2450547,4382.760198,2048.538462,1362.013158,294.429303,2472029,13888,321.4375,263.1079137,0,1365.979275,646.3168203,476.2559853,721.4697225,1392.875,311.0108108,585
16090,905.2984282,654.5454545,796.8920954,922.063505,240.3648649,798.0751215,2719.250674,643,-1,1448.175597,905.4377457,802.5133726,-1,801.8322617,3642.90587,3481.339031,1987.764384,459.3121107,4947517,27964,503.6,1728.262774,0,1646.141593,904.1855958,877.673913,905.4101132,-1,604.7721893,334
16091,1008.240808,-1,1257.688172,886.399465,-1,1098.30663,1682.465619,-1,-1,1301.562062,899.9484591,849.6709452,58.11864407,769.4456722,3359.804185,2865.946237,1686.774648,647.96638,2132829,6170,-1,1374.735043,0,1232.061126,987.7821718,837.0630252,1058.524929,-1,333.6049383,228
16092,1490.585423,1273.485714,1537.476985,1451.845187,1349.6,1689.183371,2290.185105,879.4375,230.7692308,2237.971397,1383.540048,1239.174064,-1,1175.951967,4389.876112,5011.164948,1858.637037,687.7876662,4591598,12026,1318.371429,1891.632184,0,1626.92357,1480.149676,1007.601695,1513.183553,1794.887324,1513.585106,144
16093,641.6497866,733.3333333,744.1649049,579.0108066,4615.538462,585.8944637,1841.826087,-1,-1,1102.959973,617.4533882,589.1052169,-1,522.2109337,4226.552381,1956.188,1147.094017,253.7343572,1540953,7100,-1,918.0531561,0,798.9136885,637.8025352,555.8471616,647.1134528,2500,177.8313953,408
16094,767.5688133,768.1698113,801.727629,756.7673706,907.9830508,810.6559274,2820.204263,319.9014085,-1,1274.668103,741.7990959,690.6888471,465.3428571,575.829349,3887.23012,3186.599794,1681.971292,315.6725699,4378252,31054,1496.575758,1155.515625,0,1211.394754,766.2083468,528.3435993,814.8541292,1324.636364,286.9932157,418
16095,1063.455766,264.0535714,999.0597453,1094.4109,665.0048309,745.6920884,2210.026021,3605.35443,-1,1784.548785,1106.495815,809.4737885,381,740.9863757,3433.549451,3863.369498,1316.617251,452.0542753,5492916,26820,3119.111111,657.826087,0,1573.887412,1058.7434,873.0844981,1084.140581,844.8857143,527.399651,537
16096,671.4669621,1420,721.9161438,659.0177614,335.2857143,431.7870968,2156.085873,1848.933333,-1,1059.918812,673.2121172,591.1755839,101.6949153,503.0764172,3243.449659,2951.237996,1243.023256,345.368272,2833120,15544,-1,945.9459459,0,1444.675325,670.9940813,505.3470738,727.5446971,664.6521739,309.0515759,448
16097,1130.528996,-1,989.3870152,1153.3203,827.0625,1202.256838,2483.625287,521.2432432,357.1666667,1848.376547,829.6882716,1040.298878,-1,949.2081967,4365.880971,2455.789017,1963.56,412.5812464,4666425,14492,1634.266667,619.4014599,0,1303.611545,1124.600193,987.3493014,1136.645818,244.8571429,743.5160142,464
16098,540.2177507,0,467.1978571,567.7745132,560.9756098,678.3350676,2572.121951,392.85,-1,905.5529158,514.4243227,519.6960071,-1,537.9941508,4053.063457,2572.566667,958.5106383,240.6429433,1537066,9232,685.75,326.3166023,0,-1,537.9941508,393.3757669,558.1598972,752.1351351,676.5402299,350
16099,1892.691381,301.4525316,1729.794209,1969.279563,1662.708333,1742.279171,2768.419592,1111.248503,246.9478079,3057.620563,1962.977809,1469.914384,143.9325337,1295.862224,4858.875416,5034.61662,3303.304183,766.6323923,24171983,333978,2549.956325,1815.280366,0,1937.957006,1879.684027,1310.201718,1920.425479,1659.370192,1023.337614,788
16100,1366.422448,1710.228571,1292.441446,1393.502528,1118.455696,1236.317504,2014.454627,746.5806452,3600,2160.492767,1398.918489,1113.570126,408.1632653,1021.433434,4239.106181,4664.534523,2383.443277,551.2515924,6633065,24722,1497.818182,1184.944251,0,1447.035814,1356.000081,1089.713363,1425.568119,742.195122,606.9310897,832
16101,928.1499518,152.6575342,986.1145184,887.3826749,929.7654321,833.8313856,1747.291362,1197.238095,-1,1404.594054,931.6947503,750.2206381,151.2647059,673.2291708,3847.484965,3862.779817,1665.169492,461.3754102,3552896,16942,1148.56,956.2137592,0,1273.69822,912.1125015,667.4663233,1010.446632,1615.888889,298.3961353,326
16102,1208.185831,1158.814815,1258.610537,1162.987145,2738.055556,1619.172414,2247.832667,2467.454545,-1,1843.12666,1170.777591,1008.361962,197.0344828,872.3487945,3493.826301,3567.080412,2040.37218,565.9174098,5662864,20300,5614.69697,1707.238095,0,1445.160311,1199.387488,858.763864,1270.64775,619.4,523.6595238,359
16103,1067.767928,479.7017544,1087.083758,1055.81558,602.6625,1443.110619,1653.025497,317.8314607,-1,1656.649718,1060.319554,909.7988404,667.5576923,564.6368504,3237.812215,3744.376648,2114.966797,479.9234613,6431184,31760,1503.929293,640.8115385,0,1189.224872,1064.346599,733.522696,1095.546549,1668.277778,677.8868552,279
16104,1251.674231,299.6186441,1195.489319,1268.183794,1215.681373,1205.780357,2028.624361,1351.956522,325.5192308,2000.091221,1273.508753,1019.465349,-1,823.0781519,3867.806562,3440.191592,2729.430847,413.0885475,9404295,75234,1859.852349,1305.378086,0,1332.251825,1245.826169,893.8635704,1288.139265,1485.273196,621.0495775,364
16105,1993.601443,1068.093117,1775.296573,2110.80745,2686.960938,2054.137486,2692.052846,1094.473154,577,3223.428205,1954.319729,1543.324663,852.8810198,1545.207909,4608.249208,5587.954444,2656.146858,792.6891998,20320810,200742,3342.61165,2243.199352,0,2038.611789,1985.034472,1377.247804,2051.72448,1401.29697,1222.561944,1034
16106,1056.189206,-1,1297.012681,904.3606089,280.7931034,779.3069307,1901.357724,-1,-1,1551.775564,1051.98213,770.3689628,-1,1040.694988,4114.918644,3784.833333,979.0588235,625.7792378,1702577,3272,693.3529412,1454.340659,0,-1,1040.694988,495.8300283,1193.326466,1027.190476,296.1927711,342
16107,1084.524295,1263.075,1045.934272,1088.699174,1882.715789,954.7311562,2362.001827,42.875,857.0769231,1770.444341,1130.515832,915.5908722,-1,854.0565293,3742.836597,4523.799694,1953.492537,428.9839893,6803146,47474,1642.875,879.2336182,0,1433.511933,1081.132157,920.2303428,1126.895508,322.6666667,438.7142857,658
16108,1463.108277,608.3225806,1325.978669,1502.305711,1610.120879,1214.888,2038.957168,1206,333.3333333,2445.546058,1882.477941,1371.691108,428.5714286,1673.113683,3847.507105,5866.947001,2035.10574,563.6704336,7530714,17758,1397.521739,2317.467153,0,1247.935784,1456.861471,1315.628242,1472.501719,703.2820513,817.3772242,271
16109,1312.115835,1028.357798,1208.102745,1351.340561,1242.430556,855.6723766,2567.000364,1358.945274,183.9020772,2144.200876,1570.878112,989.0028453,-1,688.2398946,4090.972201,3206.549347,2397.518507,545.2173679,13549830,163498,2055.621575,1365.968992,0,1697.20899,1308.513548,1243.824682,1313.826026,987.8389831,1115.839669,925
17001,1291.847429,308.52,1150.932524,1328.751245,1421.765854,1333.001304,2215.42516,1528.6,1377.642857,2111.735249,1272.355721,1061.338862,285.75,980.5521797,4279.864372,3946.109164,1798.263021,513.9165243,5608426,17716,589.375,1433.28125,0,1608.152688,1286.346241,938.9489177,1348.183283,275.5142857,639.8515081,290
17002,1598.018593,2162.62069,1493.430427,1654.254871,1360.1875,1384.830038,2690.048956,596.4347826,-1,2530.837883,1819.2746,1230.293406,2000,1340.615423,4310.091789,4088.929339,2393.910448,630.9795753,7444782,21690,613.72,1349.432432,0,1920.289189,1602.150115,1223.908467,1634.285053,1916.666667,1304.018223,169
17003,1134.295664,1474.125,1104.680737,1142.395343,703.8918919,944.4113897,1860.290351,2132.734043,1029.222222,1793.245577,1187.036938,944.5600365,133.2436975,1295.12716,3388.073705,3589.488215,1882.630553,502.5036122,6264082,35562,983.5769231,1356.83432,0,1072.848949,1129.277937,1244.875192,1115.872785,583.4615385,610.6240487,274
17004,1443.630099,830.6385542,1324.34361,1480.840348,1976.731481,1306.130401,2106.052588,1761.495413,584.3033708,2265.429741,1496.225149,1206.121549,880.9444444,1379.474095,4374.491502,3376.698399,2570.517209,649.6314817,9783520,83280,339.7845304,1355.908397,0,1469.27367,1439.970197,1299.017583,1457.711227,1044.49789,754.7537269,280
17005,1215.053117,272.7272727,1279.30531,1184.147968,285.7142857,1173.454928,2098.505634,1607,1268.277778,1803.398997,1221.448732,1057.637852,340.6666667,1204.195248,3540.727343,2882.635644,2234.26087,648.7489487,3727830,10100,771.4,1125.086262,0,-1,1204.195248,1130.107574,1222.440543,420.1,540.3393502,95
17006,2039.545565,986.7620137,1906.092331,2114.527075,1681.204819,1936.351653,2600.80063,1099.541667,59.94405594,3218.884842,2072.675524,1649.460282,576.2962963,1657.885954,4812.132722,4755.482195,3200.630987,884.2806093,19593507,192152,2476.662393,1734.254081,0,2075.206358,2030.644864,1563.839527,2077.115384,641.9575033,1365.203806,647
17007,2845.992718,2383.377976,2532.703973,3017.585584,6521.470588,2401.242247,3532.448332,2889.581655,389.4462025,4690.566603,2973.28167,1947.141364,2331.283636,1853.360649,6818.009088,6416.632607,3856.700171,1264.062564,33012531,362238,3663.13286,2133.238789,0,2901.914777,2842.713288,2152.609205,2879.491467,1070.017943,822.3739562,396
17008,2079.069701,1333.333333,1825.162322,2179.830069,2717.379592,2051.970632,2815.740349,3381,1442.487805,3328.954243,2077.09399,1665.975048,710.4594595,1412.075292,5030.617892,4994.76113,3124.810984,846.931856,14704995,100080,1950.648649,2284.384555,0,2113.993362,2075.615108,1534.946271,2115.929276,1734.811881,961.1685393,118
17009,1805.253351,1105.263158,1489.694727,1881.271776,2685.771429,1593.343373,2681.730406,1251.4,428.5555556,2865.814041,2028.885552,1503.524436,3000,1783.937072,4438.52547,4676.179731,2996.992347,762.1010476,8446788,19176,952.3518519,1219.921348,0,1815.054577,1802.728306,1745.575163,1788.470902,3835.085714,1200.519288,50
17010,1342.485833,-1,1445.371282,1304.986625,980.3982301,1174.737428,1867.417529,1612.73913,935.0909091,2161.988394,1418.784361,1180.997246,100.8235294,1102.368041,4104.626055,3469.241968,1868.725849,554.3636816,5791606,16908,1520.464286,1503.056075,0,1456.063853,1334.316182,1040.459574,1376.824121,657.1666667,942.0656716,391
17011,2394.07308,1220.210884,2105.730404,2569.762833,2034,2150.771845,3142.828749,1028.605263,-1,3765.98824,2479.14904,1793.387003,3793.576803,2350.964759,5786.94389,4657.616609,3759.753593,1037.063093,20006053,214580,2769.432292,2371.245476,0,2396.824707,2395.017495,1591.047881,2445.987264,980.9570136,1049.365049,471
17012,1975.624563,1059.454545,1790.077081,2072.409088,1652.634518,1874.94047,2593.823986,2158.2375,994.32,3042.569774,2011.95886,1645.094135,410.9589041,2162.531449,5007.983331,4683.234881,2812.092612,934.5245265,12561119,56966,2528.929825,1462.383954,0,1940.267629,1968.430046,1607.642312,2002.150299,2291.311688,927.4326501,201
17013,1377.690112,375,1252.850282,1416.208489,1438.1,1167.363057,2166.69527,1236.346154,600,2098.685035,1481.936756,1130.137595,-1,1008.715084,3933.279047,3737.861878,2367.835897,652.8201559,5363148,15642,2051.25,1085.580645,0,1479.140441,1371.473725,939.1614654,1416.278032,1429.543478,565.0781671,336
17014,1620.790712,1077.542857,1368.289991,1686.179078,1367.15,1650.988983,2611.527755,2314.4,1857.166667,2556.873339,1600.515055,1284.166099,95.22222222,1347.372593,4382.391593,3852.705674,2420,702.1881313,4878967,10140,1849.533333,1569.403846,0,1900.762082,1611.62426,1382.255515,1638.599867,1907.1,730.8465608,175
17015,1240.395159,1309.492308,1236.009852,1242.301578,1058.052083,1095.820528,1831.475039,1671.4,857.1428571,1994.951858,1407.471408,1054.347618,560.4230769,1115.257184,3698.594546,3303.460191,1559.545918,556.8813693,6434253,26870,2669.416667,1158.417051,0,1310.053486,1239.413547,941.1242857,1276.549553,770.9137931,663.707231,669
17016,1104.37254,645.4117647,800.7595288,1163.401551,381.45,765.9263272,1521.539403,-1,85.7,1399.200782,1339.760841,1035.440197,471.4,764.2365971,4328.917874,2923.392681,1746.673835,840.0967597,5186749,18452,1176.069767,1074.039526,0,1275.439699,1102.840776,1081.6727,1105.342975,977.8965517,575.9768638,201
17017,1429.026055,666.6578947,1400.247934,1438.350583,1031.862986,1351.496606,2122.232305,1172.714286,857.1176471,2290.144566,1453.304413,1271.959855,255.3191489,1108.739827,4190.645034,3698.725524,2378.897309,588.2304378,10132515,66584,1688.388186,1783.129066,0,1497.410332,1423.101556,1347.585649,1423.325519,1975.391473,744.4965358,186
17018,1733.201579,988.7227723,1624.954519,1786.640355,642.85,1681.611184,2221.285169,634.8962963,711.9692308,2728.386058,1739.406789,1483.384148,424.7524752,1946.734742,4598.976626,4056.617722,2762.260539,787.7201962,11354183,121664,1341.236967,1868.622951,0,1706.38005,1726.384584,1744.710964,1724.918672,2057.04,834.2828806,558
17019,1028.831676,459.9512195,1021.764776,1028.480454,309.9863014,1022.198301,1745.384028,514.3,609.96,1614.079317,1007.983101,856.2760278,122.4444444,737.5869159,3302.340924,2842.147832,1409.549632,457.7612585,5738374,27762,1328.631579,1409.166667,0,1128.504637,1023.037677,748.1323529,1065.333969,611.8448276,599.2829181,599
17020,1933.694673,970.7407407,1969.217344,1930.832746,1704.23506,1703.105323,2878.762234,1965.297297,2688.272727,2984.037769,2264.696121,1506.96531,3535.745098,1763.151819,4622.427763,4928.978026,3202.301512,794.5039947,13558932,47188,1768.244444,1718.288245,0,2129.259979,1937.314656,2018.132432,1933.776991,1616.0625,1128.72,351
